Date	Command	Description	Bacteria embedder	Phages embedder	Classifier	Epochs	BS	LR	Train Elapsed time (s)	Train True Positive	Train False Positive	Train False Negative	Train True Negative	Train Accuracy	Train Weighted accuracy	Train F1 Score	Test Elapsed time (s)	Test True Positive	Test False Positive	Test False Negative	Test True Negative	Test Accuracy	Test Weighted accuracy	Test F1 Score
23/04/2026T16:00:54	main.py -j '{"input_perphect": {"bacteria_df": "data/perphect-data/predphi/bacteria_sequences.csv", "phages_df": "data/perphect-data/predphi/bacteriophages_sequences.csv", "couples_df": "data/perphect-data/predphi/predphi_train_dataset.csv"}, "embeddings_dir": "data/embeddings-pbip", "output_dir": "output/pbip/test2", "num_gpu": 1, "gpu_id": 0, "training_config": {"do_test": false, "epochs": 100, "learning_rate": "1e-3", "batch_size": 256, "training_noise_std": 0.05, "stratify_cv": true, "k_folds_cv": 1}, "phages_embedding_models": [{"name": "NT2", "params": {"model_name": "nucleotide-transformer-v2-250m-multi-species"}, "strategy": "TruncateStrategy", "use_cached_embeddings": true}], "bacteria_embedding_models": [{"name": "MegaDNA", "params": {"weights_path": "data/weights/megaDNA_phage_145M.pt", "get_layer": "concat"}, "strategy": "TruncateStrategy", "use_cached_embeddings": true}], "classifier": {"name": "MLPClassifier", "params": {"bacterium_mlp_sizes": [256, 128], "phage_mlp_sizes": [256, 128], "dense_dim": 256, "dropout": 0.4}}}'		MegaDNA(merging_strategy=TruncateStrategy(), overlap=0, get_layer='concat')	NT2(merging_strategy=TruncateStrategy(), overlap=0, model_name='nucleotide-transformer-v2-250m-multi-species')	MLPClassifier(bacterium_mlp_sizes=[256, 128], phage_mlp_sizes=[256, 128]), dense_dim=256), dropout=0.4)	100	256	1,0000e-03	24,47	272591,00	19806,00	12509,00	265294,00								
