Date	Command	Description	Bacteria embedder	Phages embedder	Classifier	Epochs	BS	LR	Train Elapsed time (s)	Train True Positive	Train False Positive	Train False Negative	Train True Negative	Train Accuracy	Train Weighted accuracy	Train F1 Score	Test Elapsed time (s)	Test True Positive	Test False Positive	Test False Negative	Test True Negative	Test Accuracy	Test Weighted accuracy	Test F1 Score
06/03/2026T17:27:38	main.py -j '{"input_perphect": {"bacteria_df": "data/perphect-data/predphi/bacteria_sequences.csv", "phages_df": "data/perphect-data/predphi/bacteriophages_sequences.csv", "couples_df": "data/perphect-data/predphi/predphi_train_dataset.csv"}, "embeddings_dir": "data/embeddings-pbip", "output_dir": "output/pbip/test", "num_gpu": 0, "gpu_id": 0, "training_config": {"do_test": true, "epochs": 100, "learning_rate": "1e-3", "batch_size": 256, "training_noise_std": 0.05, "stratify_cv": true, "k_folds_cv": 10}, "phages_embedding_models": [{"name": "NT2", "params": {"model_name": "nucleotide-transformer-v2-250m-multi-species"}, "strategy": "TopBottomTruncateStrategy", "use_cached_embeddings": true}, {"name": "MegaDNA", "params": {"weights_path": "data/weights/megaDNA_phage_145M.pt", "get_layer": "concat"}, "strategy": "TopBottomTruncateStrategy", "use_cached_embeddings": true}, {"name": "DNABERT2", "params": {"source_code_path": "DNABERT-2-117M/", "max_seq_len": 16384}, "strategy": "TKPertStrategy", "use_cached_embeddings": true}], "bacteria_embedding_models": [{"name": "NT2", "params": {"model_name": "nucleotide-transformer-v2-250m-multi-species"}, "strategy": "TruncateStrategy", "use_cached_embeddings": true}, {"name": "MegaDNA", "params": {"weights_path": "data/weights/megaDNA_phage_145M.pt", "get_layer": "concat"}, "strategy": "TruncateStrategy", "use_cached_embeddings": true}, {"name": "DNABERT2", "params": {"source_code_path": "DNABERT-2-117M/", "max_seq_len": 16384}, "strategy": "BottomTruncateStrategy", "use_cached_embeddings": true}], "classifier": {"name": "MLPClassifier", "params": {"bacterium_mlp_sizes": [256, 128], "phage_mlp_sizes": [256, 128], "dense_dim": 256, "dropout": 0.4}}}'		NT2(merging_strategy=TruncateStrategy(), overlap=0, model_name='nucleotide-transformer-v2-250m-multi-species'), MegaDNA(merging_strategy=TruncateStrategy(), overlap=0, get_layer='concat'), DNABERT2(merging_strategy=BottomTruncateStrategy(), overlap=0, max_seq_len=16384)	NT2(merging_strategy=TopBottomTruncateStrategy(), overlap=0, model_name='nucleotide-transformer-v2-250m-multi-species'), MegaDNA(merging_strategy=TopBottomTruncateStrategy(), overlap=0, get_layer='concat'), DNABERT2(merging_strategy=TKPertStrategy(J=16, gamma=20, merging_strategy='concat'), overlap=0, max_seq_len=16384)	MLPClassifier(bacterium_mlp_sizes=[256, 128], phage_mlp_sizes=[256, 128]), dense_dim=256), dropout=0.4)	100	256	1,0000e-03	7868,46	272,60	26,00	12,50	259,10				0,06	479,00	169,00	139,00	449,00
