id,taxid,superkingdom,organism,title,valid
NC_028878,1718599,Viruses,Mycobacterium phage Archie,"Mycobacterium phage Archie, complete genome",True
KX648373,1897499,Viruses,Mycobacterium phage Cocoaberry,"Mycobacterium phage Cocoaberry, complete genome",True
MH651181,2301698,Viruses,Microbacterium phage Minima,"Microbacterium phage Minima, complete genome",True
NC_022975,1429904,Viruses,Mycobacterium phage HanShotFirst,"Mycobacterium phage HanShotFirst, complete genome",True
MK112542,2488970,Viruses,Mycobacterium phage Jillium,"Mycobacterium phage Jillium, complete genome",True
NC_015294,743813,Viruses,Pseudomonas phage PAK_P1,"Pseudomonas phage PAK_P1, complete genome",True
NC_016654,1109714,Viruses,Rhodococcus phage REQ3,"Rhodococcus phage REQ3, complete genome",True
MH834608,2419953,Viruses,Arthrobacter phage Cote,"Arthrobacter phage Cote, complete genome",True
NC_028820,1589265,Viruses,Yersinia phage vB_YenM_TG1,"Yersinia phage vB_YenM_TG1, complete genome",True
NC_015158,979533,Viruses,Vibrio phage ICP2,"Vibrio phage ICP2, complete genome",True
JN699004,1089112,Viruses,Mycobacterium phage Ares,"Mycobacterium phage Ares, complete genome",True
MK279909,2499037,Viruses,Mycobacterium phage DrLupo,"Mycobacterium phage DrLupo, complete genome",True
NC_034248,1220717,Viruses,Rhizobium phage RHEph10,"Rhizobium phage RHEph10, complete genome",True
MH271321,2992929,Viruses,Microbacterium phage Quhwah,"Microbacterium phage Quhwah, complete genome",True
NC_028898,1572744,Viruses,Mannheimia phage vB_MhM_587AP1,"Mannheimia phage vB_MhM_587AP1, complete genome",True
NC_022774,1406790,Viruses,Bacillus phage Slash,"Bacillus phage Slash, complete genome",True
MF919514,2041512,Viruses,Gordonia phage Lennon,"Gordonia phage Lennon, complete genome",True
MG099937,2047835,Viruses,Mycobacterium phage Aragog,"Mycobacterium phage Aragog, complete genome",True
KX670788,1897523,Viruses,Mycobacterium phage Louie6,"Mycobacterium phage Louie6, complete genome",True
NC_028961,1698712,Viruses,Mycobacterium phage PopTart,"Mycobacterium phage PopTart, complete genome",True
KX712237,1897441,Viruses,Rhodococcus phage Partridge,"Rhodococcus phage Partridge, complete genome",True
KX621007,1897500,Viruses,Mycobacterium phage Taquito,"Mycobacterium phage Taquito, complete genome",True
NC_019504,1051676,Viruses,Erwinia phage vB_EamM-Y2,"Erwinia phage vB_EamM-Y2, complete genome",True
KT326767,1698419,Viruses,Mycobacterium phage Texage,"Mycobacterium phage Texage, complete genome",True
MH338240,2234078,Viruses,Mycobacterium phage Sabia,"Mycobacterium phage Sabia, complete genome",True
NC_027389,1500821,Viruses,Propionibacterium phage PHL141N00,"Propionibacterium phage PHL141N00, complete genome",True
MH045558,2126927,Viruses,Microbacterium phage Dave,"Microbacterium phage Dave, complete genome",True
NC_020484,1283076,Viruses,Pelagibacter phage HTVC008M,"Pelagibacter phage HTVC008M, complete genome",True
NC_020847,889955,Viruses,Prochlorococcus phage MED4-184,Cyanophage MED4-184 genomic sequence,True
MH020248,2126789,Viruses,Mycobacterium phage Panamaxus,"Mycobacterium phage Panamaxus, complete genome",True
MH834628,2419969,Viruses,Arthrobacter phage Sputnik,"Arthrobacter phage Sputnik, complete genome",True
KP017311,1567452,Viruses,Mycobacterium phage Spike509,"Mycobacterium phage Spike509, complete genome",True
KU998240,1838084,Viruses,Gordonia phage Woes,"Gordonia phage Woes, complete genome",True
MK524522,2530142,Viruses,Mycobacterium phage Purgamenstris,"Mycobacterium phage Purgamenstris, complete genome",True
NC_011291,2902904,Viruses,Mycobacterium phage Brujita,"Mycobacterium phage Brujita, complete genome",True
NC_019521,1150991,Viruses,Sphingomonas phage PAU,"Sphingomonas phage PAU, complete genome",True
MG872841,2081627,Viruses,Mycobacterium phage Priscilla,"Mycobacterium phage Priscilla, complete genome",True
MH727563,2301608,Viruses,Mycobacterium phage Wizard007,"Mycobacterium phage Wizard007, complete genome",True
NC_008694,369257,Viruses,Yersinia phage Berlin,"Yersinia phage Berlin, complete genome",True
NC_031909,1541686,Viruses,Campylobacter phage PC14,"Campylobacter phage PC14, complete genome",True
NC_005885,279303,Viruses,Actinoplanes phage phiAsp2,"Actinoplanes phage phiAsp2, complete genome",True
NC_025822,1151014,Viruses,Vibrio phage phi-A318,"Vibrio phage phi-A318, complete genome",True
NC_011290,561998,Viruses,Mycobacterium phage Gumball,"Mycobacterium phage Gumball, complete genome",True
MF185729,2015846,Viruses,Mycobacterium phage KADY,"Mycobacterium phage KADY, complete genome",True
MH051260,2126958,Viruses,Mycobacterium phage InterFolia,"Mycobacterium phage InterFolia, complete genome",True
NC_011398,2849704,Viruses,Clostridioides phage phiCD27,"Clostridioides phage phiCD27, complete genome",True
MG920059,2099645,Viruses,Mycobacterium phage Baloo,"Mycobacterium phage Baloo, complete genome",True
NC_011289,2914020,Viruses,Mycobacterium phage Ramsey,"Mycobacterium phage Ramsey, complete genome",True
MK359358,2502477,Viruses,Mycobacterium phage Essence,"Mycobacterium phage Essence, complete genome",True
NC_031125,1815510,Viruses,Lactobacillus phage PLE3,"Lactobacillus phage PLE3, complete genome",True
MH230878,2178922,Viruses,Mycobacterium phage Oogway,"Mycobacterium phage Oogway, complete genome",True
NC_023579,1429767,Viruses,Erwinia phage Ea9-2,"Erwinia phage Ea9-2, complete genome",True
MK279863,2499008,Viruses,Arthrobacter phage Litotes,"Arthrobacter phage Litotes, complete genome",True
NC_029014,1655645,Viruses,Parabacteroides phage YZ-2015b,"Parabacteroides phage YZ-2015b, complete genome",True
NC_001741,2003327,Viruses,Chlamydiaunovirus Chp1,"Chlamydia phage Chp1, complete genome",True
NC_026584,1527513,Viruses,Mycobacterium phage Minerva,"Mycobacterium phage Minerva, complete genome",True
NC_028809,1175663,Viruses,Pseudomonas phage PaMx74,"Pseudomonas phage PaMx74, partial genome",True
NC_031281,1821537,Viruses,Mycobacterium phage Panchino,"Mycobacterium phage Panchino, complete genome",True
KT124227,1690426,Viruses,Streptomyces phage Aaronocolus,"Streptomyces phage Aaronocolus, complete genome",True
NC_019917,2886899,Viruses,Burkholderia phage BcepMigl,"Burkholderia phage BcepMigl, complete genome",True
NC_031077,1864623,Viruses,Enterobacter phage Tyrion,"Enterobacter phage Tyrion, complete genome",True
NC_028986,1034128,Viruses,Mycobacterium phage Alice,"Mycobacterium phage Alice, complete sequence",True
KY092479,1920308,Viruses,Streptomyces phage Ididsumtinwong,"Streptomyces phage Ididsumtinwong, complete genome",True
MK279872,2499014,Viruses,Arthrobacter phage Pterodactyl,"Arthrobacter phage Pterodactyl, complete genome",True
MH051255,2126952,Viruses,Mycobacterium phage Leston,"Mycobacterium phage Leston, complete genome",True
MH371118,2250350,Viruses,Microbacterium phage KayPaulus,"Microbacterium phage KayPaulus, complete genome",True
NC_004831,2907955,Viruses,Salmonella phage SP6,"Enterobacteria phage SP6, complete genome",True
NC_020998,1282967,Viruses,Haloarcula hispanica virus PH1,"Halovirus PH1, complete genome",True
GQ303261,663555,Viruses,Mycobacterium phage Hope,"Mycobacterium phage Hope, complete genome",True
MF541407,2024290,Viruses,Streptomyces phage Esperer,"Streptomyces phage Esperer, complete genome",True
MH576950,2283239,Viruses,Arthrobacter phage CGermain,"Arthrobacter phage CGermain, complete genome",True
NC_028668,1647284,Viruses,Gordonia phage GMA3,"Gordonia phage GMA3, complete genome",True
NC_028848,1647373,Viruses,Acinetobacter phage Fri1,"Acinetobacter phage Fri1, complete genome",True
NC_028782,1675598,Viruses,Bacillus phage Pavlov,"Bacillus phage Pavlov, complete genome",True
JN116825,1109712,Viruses,Rhodococcus phage REQ1,"Rhodococcus phage REQ1, complete genome",True
KJ959632,1555201,Viruses,Mycobacterium phage Equemioh13,"Mycobacterium phage Equemioh13, complete genome",True
MH513975,2250303,Viruses,Mycobacterium phage Misomonster,"Mycobacterium phage Misomonster, complete genome",True
NC_019414,10732,Viruses,Streptomyces phage R4,"Streptomyces phage R4, complete genome",True
NC_000872,2905688,Viruses,Streptococcus phage Sfi21,"Streptococcus phage Sfi21, complete genome",True
NC_028693,1747288,Viruses,Enterococcus phage vB_EfaP_IME195,"Enterococcus phage vB_EfaP_IME195, complete genome",True
NC_024361,1448273,Viruses,Streptococcus phage DCC1738,"Streptococcus phage DCC1738, complete sequence",True
NC_028702,1647385,Viruses,Delftia phage IME-DE1,"Delftia phage IME-DE1, complete genome",True
KR337646,1655023,Viruses,Propionibacterium phage Wizzo,"Propionibacterium phage Wizzo, complete genome",True
KM677211,1560286,Viruses,Mycobacterium phage Murucutumbu,"Mycobacterium phage Murucutumbu, complete genome",True
MH976510,2483668,Viruses,Gordonia phage Fosterous,"Gordonia phage Fosterous, complete genome",True
NC_016562,2885911,Viruses,Campylobacter phage CPX,"Campylobacter phage CPX, complete genome",True
NC_024214,1476889,Viruses,Lactococcus phage P162,"Lactococcus phage P162, complete genome",True
KX557286,1887655,Viruses,Gordonia phage Twister6,"Gordonia phage Twister6, complete genome",True
NC_027348,1563661,Viruses,Delftia phage RG-2014,"Delftia phage RG-2014, complete genome",True
NC_028659,1719140,Viruses,Klebsiella phage vB_KpnM_KB57,"Klebsiella phage vB_KpnM_KB57, complete genome",True
MG198782,2047866,Viruses,Arthrobacter phage MeganNoll,"Arthrobacter phage MeganNoll, complete genome",True
MH910041,2419611,Viruses,Arthrobacter phage Seahorse,"Arthrobacter phage Seahorse, complete genome",True
NC_015284,445696,Viruses,Prochlorococcus phage P-HM2,"Prochlorococcus phage P-HM2, complete genome",True
NC_029092,1701809,Viruses,Caulobacter phage Percy,"Caulobacter phage Percy, complete genome",True
MK279889,2499066,Viruses,Mycobacterium phage Valjean,"Mycobacterium phage Valjean, complete genome",True
MK279859,2499045,Viruses,Mycobacterium phage Kwadwo,"Mycobacterium phage Kwadwo, complete genome",True
MF541404,2024287,Viruses,Streptomyces phage BryanRecycles,"Streptomyces phage BryanRecycles, complete genome",True
NC_024785,1505225,Viruses,Acinetobacter phage YMC-13-01-C62,"Acinetobacter phage YMC-13-01-C62, complete genome",True
NC_031087,1852625,Viruses,Klebsiella phage vB_KpnM_KpV477,"Klebsiella phage vB_KpnM_KpV477, complete genome",True
MK279865,2499049,Viruses,Mycobacterium phage Mecca,"Mycobacterium phage Mecca, complete genome",True
NC_031271,1543201,Viruses,Salmonella phage BP12B,"Salmonella phage BP12B, complete genome",True
NC_003460,189836,Viruses,Propionibacterium phage B5,"Propionibacterium phage B5, complete genome",True
MK359365,2502483,Viruses,Mycobacterium phage Loanshark,"Mycobacterium phage Loanshark, complete genome",True
JF704104,1034151,Viruses,Mycobacterium phage Zemanar,"Mycobacterium phage Zemanar, complete sequence",True
NC_016434,319522,Viruses,Gordonia phage GTE5,"Gordonia phage GTE5, complete genome",True
NC_024149,1486423,Viruses,Lactococcus phage WP-2,"Lactoccocus phage WP-2, complete genome",True
NC_019418,1239381,Viruses,Streptococcus phage phiNJ2,"Streptococcus phage phiNJ2, complete genome",True
KC661276,1327778,Viruses,Mycobacterium phage Winky,"Mycobacterium phage Winky, complete genome",True
NC_028670,1747282,Viruses,Klebsiella phage KpV41,"Klebsiella phage vB_KpnP_KpV41, complete genome",True
NC_021327,1273748,Viruses,Halovirus HCTV-5,"Halovirus HCTV-5, complete genome",True
NC_029013,1673887,Viruses,Citrobacter phage IME-CF2,"Citrobacter phage IME-CF2, complete genome",True
MH077582,2163595,Viruses,Mycobacterium phage Olive,"Mycobacterium phage Olive, complete genome",True
MK279883,2499062,Viruses,Mycobacterium phage Struggle,"Mycobacterium phage Struggle, complete genome",True
MK284519,2500575,Viruses,Mycobacterium phage Norbert,"Mycobacterium phage Norbert, complete genome",True
NC_013638,1450169,Viruses,Pseudomonas phage phi2,"Pseudomonas phage phi-2, complete genome",True
MH727554,2301606,Viruses,Mycobacterium phage MuchMore,"Mycobacterium phage MuchMore, complete genome",True
KX685355,1897484,Viruses,Mycobacterium phage Qobbit,"Mycobacterium phage Qobbit, complete genome",True
NC_007189,334856,Viruses,Stenotrophomonas phage SMA9,"Stenotrophomonas phage phiSMA9, complete genome",True
NC_013195,668618,Viruses,Staphylococcus phage P954,"Staphylococcus phage P954, complete genome",True
NC_029022,1567014,Viruses,Clostridium phage phiCT9441A,"Clostridium phage phiCT9441A, complete genome",True
NC_029101,1636189,Viruses,Pseudomonas phage YH30,"Pseudomonas phage YH30, complete genome",True
MG962367,2094132,Viruses,Microbacterium phage Gelo,"Microbacterium phage Gelo, complete genome",True
NC_029083,1716042,Viruses,Pseudomonas phage PaoP5,"Pseudomonas phage PaoP5, complete genome",True
MG099938,2047836,Viruses,Mycobacterium phage Archetta,"Mycobacterium phage Archetta, complete genome",True
KM233455,1527517,Viruses,Mycobacterium phage Farber,"Mycobacterium phage Farber, complete genome",True
MG593800,2059880,Viruses,Streptomyces phage AbbeyMikolon,"Streptomyces phage AbbeyMikolon, complete genome",True
MK359361,2502479,Viruses,Mycobacterium phage Darko,"Mycobacterium phage Darko, complete genome",True
NC_031919,1814288,Viruses,Flavobacterium phage Fpv8,"Flavobacterium phage Fpv8, complete genome",True
NC_015290,445688,Viruses,Prochlorococcus phage P-SSM7,"Prochlorococcus phage P-SSM7, complete genome",True
NC_013650,663554,Viruses,Mycobacterium phage ET08,"Mycobacterium phage ET08, complete genome",True
JN561150,1074829,Viruses,Mycobacterium phage TiroTheta9,"Mycobacterium phage TiroTheta9, complete genome",True
KU963246,1821562,Viruses,Gordonia phage SoilAssassin,"Gordonia phage SoilAssassin, complete genome",True
KX774321,1897437,Viruses,Rhodococcus phage Weasels2,"Rhodococcus phage Weasels2, complete genome",True
NC_015266,910474,Viruses,Burkholderia phage KL3,"Burkholderia phage KL3, complete genome",True
NC_021534,754051,Viruses,Vibrio phage pYD38-A,Vibrio phage pYD38-A genomic sequence,True
NC_028990,1747289,Viruses,Enterococcus phage vB_EfaS_IME196,"Enterococcus phage vB_EfaS_IME196, complete genome",True
MG099953,2047847,Viruses,Mycobacterium phage Youngblood,"Mycobacterium phage Youngblood, complete genome",True
KY087992,1917488,Viruses,Mycobacterium phage Mitti,"Mycobacterium phage Mitti, complete genome",True
NC_018275,1168548,Viruses,Salmonella phage vB_SemP_Emek,"Salmonella phage vB_SemP_Emek, complete genome",True
NC_024380,1262520,Viruses,Leuconostoc phage phiLN6B,"Leuconostoc phage phiLN6B, complete genome",True
KX557287,1887656,Viruses,Gordonia phage Zirinka,"Gordonia phage Zirinka, complete genome",True
NC_011085,526118,Viruses,Morganella phage MmP1,"Morganella phage MmP1, complete genome",True
MH576965,2283265,Viruses,Streptomyces phage StarPlatinum,"Streptomyces phage StarPlatinum, complete genome",True
NC_021868,1208587,Viruses,Streptococcus phage SP-QS1,Streptococcus phage SP-QS1 complete genome,True
NC_024209,1458711,Viruses,Mycobacterium phage Hawkeye,"Mycobacterium phage Hawkeye, complete genome",True
NC_008195,373406,Viruses,Mycobacterium phage Cooper,"Mycobacterium phage Cooper, complete genome",True
MH450123,2250414,Viruses,Arthrobacter phage MargaretKali,"Arthrobacter phage MargaretKali, complete genome",True
NC_020858,754045,Viruses,Sulfitobacter phage pCB2047-A,"Sulfitobacter phage pCB2047-A, complete genome",True
NC_028661,1755692,Viruses,Pseudomonas phage PPPL-1,"Pseudomonas phage PPPL-1, complete genome",True
NC_025415,1500734,Viruses,Lactobacillus phage Ld25A,"Lactobacillus phage Ld25A, complete genome",True
KY092483,1920307,Viruses,Streptomyces phage Bioscum,"Streptomyces phage Bioscum, complete genome",True
NC_026601,1548918,Viruses,Pseudomonas phage vB_PaeS_PAO1_Ab30,"Pseudomonas phage vB_PaeS_PAO1_Ab30, complete genome",True
MK112529,2488953,Viruses,Arthrobacter phage BigMack,"Arthrobacter phage BigMack, complete genome",True
NC_028683,1608310,Viruses,Edwardsiella phage PEi20,"Edwardsiella phage PEi20 DNA, complete sequence",True
MH045555,2126924,Viruses,Microbacterium phage BeeBee8,"Microbacterium phage BeeBee8, complete genome",True
KR347354,1654781,Viruses,Propionibacterium phage Moyashi,"Propionibacterium phage Moyashi, complete genome",True
MH834617,2419980,Viruses,Mycobacterium phage Lizziana,"Mycobacterium phage Lizziana, complete genome",True
KX855962,1913080,Viruses,Arthrobacter phage HumptyDumpty,"Arthrobacter phage HumptyDumpty, complete genome",True
MH669011,2301569,Viruses,Mycobacterium phage PherrisBueller,"Mycobacterium phage PherrisBueller, complete genome",True
NC_020856,754043,Viruses,Sulfitobacter phage pCB2047-C,"Sulfitobacter phage pCB2047-C, complete genome",True
MG872843,2081629,Viruses,Mycobacterium phage Sotrice96,"Mycobacterium phage Sotrice96, complete genome",True
KR997967,1675554,Viruses,Mycobacterium phage Pops,"Mycobacterium phage Pops, complete genome",True
NC_022060,1340821,Viruses,Mycobacterium phage Velveteen,"Mycobacterium phage Velveteen, complete genome",True
MH834622,2419964,Viruses,Arthrobacter phage Noely,"Arthrobacter phage Noely, complete genome",True
NC_012696,490913,Viruses,Sulfitobacter phage EE36phi1,"Roseophage EE36P1, complete genome",True
KX610764,1897501,Viruses,Mycobacterium phage Kersh,"Mycobacterium phage Kersh, complete genome",True
NC_030929,1777052,Viruses,Pseudomonas phage JBD44,"Pseudomonas phage JBD44, complete genome",True
NC_026605,1567472,Viruses,Mycobacterium phage Malithi,"Mycobacterium phage Malithi, complete genome",True
NC_028829,1610855,Viruses,Vibrio phage ValKK3,"Vibrio phage ValKK3, complete genome",True
NC_031129,1815968,Viruses,Salmonella phage SJ46,"Salmonella phage SJ46, complete genome",True
MH047632,2126723,Viruses,Mycobacterium phage Puppy,"Mycobacterium phage Puppy, complete genome",True
KM363597,1541820,Viruses,Mycobacterium phage Zonia,"Mycobacteriophage Zonia, complete genome",True
NC_020197,73422,Viruses,Streptococcus phage TP-J34,Streptococcus phage TP-J34 complete genome,True
NC_026585,1536603,Viruses,Mycobacterium phage Estave1,"Mycobacteriophage Estave1, complete genome",True
NC_022091,1225790,Viruses,Pseudomonas phage MPK7,"Pseudomonas phage MPK7, complete genome",True
NC_001706,2681624,Viruses,Lactococcus phage c2,"Lactobacillus phage c2, complete genome",True
MH651170,2301703,Viruses,Mycobacterium phage ChampagnePapi,"Mycobacterium phage ChampagnePapi, complete genome",True
NC_017981,1129194,Viruses,Xanthomonas phage vB_XveM_DIBBI,"Xanthomonas phage vB_XveM_DIBBI, complete genome",True
MH155864,2182392,Viruses,Mycobacterium phage Beauxregard13,"Mycobacterium phage Beauxregard13, complete genome",True
NC_021561,929835,Viruses,Vibrio phage pYD38-B,Vibrio phage pYD38-B genomic sequence,True
KU963255,1821558,Viruses,Gordonia phage Nymphadora,"Gordonia phage Nymphadora, complete genome",True
MH926060,2483721,Viruses,Mycobacterium phage Schadenfreude,"Mycobacterium phage Schadenfreude, complete genome",True
KR053197,1647473,Viruses,Gordonia phage GRU3,"Gordonia phage GRU3, complete genome",True
MH450117,2250410,Viruses,Arthrobacter phage Daiboju,"Arthrobacter phage Daiboju, complete genome",True
NC_020855,929832,Viruses,Cyanophage P-RSM6,Cyanophage P-RSM6 genomic sequence,True
NC_028998,1391456,Viruses,Phormidium phage MIS-PhV1B,"MAG: Phormidium phage MIS-PhV1B, complete genome",True
NC_026599,1548906,Viruses,Pseudomonas phage vB_PaeP_C2-10_Ab22,"Pseudomonas phage vB_PaeP_C2-10_Ab22, complete genome",True
NC_022053,1383056,Viruses,Mycobacterium phage Papyrus,"Mycobacterium phage Papyrus, complete genome",True
MK279879,2499059,Viruses,Mycobacterium phage SassyCat97,"Mycobacterium phage SassyCat97, complete genome",True
KR063281,1647283,Viruses,Gordonia phage GMA2,"Gordonia phage GMA2, complete genome",True
KU963263,1821549,Viruses,Gordonia phage BaxterFox,"Gordonia phage BaxterFox, complete genome",True
NC_031918,1813769,Viruses,Salmonella phage 64795_sal3,"Salmonella phage 64795_sal3, complete genome",True
NC_015251,2919549,Viruses,Aeromonas phage 65,"Aeromonas phage 65, complete genome",True
NC_023733,1088865,Viruses,Mycobacterium phage MoMoMixon,"Mycobacterium phage MoMoMixon, complete genome",True
KT281789,1698709,Viruses,Mycobacterium phage Enkosi,"Mycobacterium phage Enkosi, complete genome",True
NC_028865,1636545,Viruses,Tsukamurella phage TIN2,"Tsukamurella phage TIN2, complete genome",True
MF919498,2041524,Viruses,Mycobacterium phage Cindaradix,"Mycobacterium phage Cindaradix, complete genome",True
NC_011270,546808,Viruses,Mycobacterium phage Spud,"Mycobacterium phage Spud, complete genome",True
NC_022067,1340713,Viruses,Mycobacterium phage Wanda,"Mycobacterium phage Wanda, complete genome",True
JF704117,2920892,Viruses,Mycobacterium phage RockyHorror,"Mycobacterium phage RockyHorror, complete genome",True
NC_023568,1262539,Viruses,Vibrio phage VH7D,"Vibrio phage VH7D, complete genome",True
NC_019411,2927984,Viruses,Caulobacter phage CcrSwift,"Caulobacter phage CcrSwift, complete genome",True
NC_011272,546806,Viruses,Mycobacterium phage Rizal,"Mycobacterium phage Rizal, complete genome",True
NC_021310,1327766,Viruses,Mycobacterium phage Newman,"Mycobacterium phage Newman, complete genome",True
NC_021347,1007869,Viruses,Rhodococcus phage E3,"Rhodococcus phage E3, complete genome",True
NC_024123,1462608,Viruses,Pseudomonas phage KPP25,"Pseudomonas phage KPP25 DNA, complete sequence",True
NC_011201,551790,Viruses,Ralstonia phage RSB1,"Ralstonia phage RSB1, complete genome",True
NC_011288,2914018,Viruses,Mycobacterium phage Fruitloop,"Mycobacterium phage Fruitloop, complete genome",True
MK524526,2530145,Viruses,Mycobacterium phage Robyn,"Mycobacterium phage Robyn, complete genome",True
MH479911,2250401,Viruses,Mycobacterium phage Eapen,"Mycobacterium phage Eapen, complete genome",True
MH536812,2250319,Viruses,Gordonia phage Apricot,"Gordonia phage Apricot, complete genome",True
NC_023590,1458669,Viruses,Acinetobacter phage IMEAB3,"Acinetobacter phage IME_AB3, complete genome",True
KU963260,1821552,Viruses,Gordonia phage Emalyn,"Gordonia phage Emalyn, complete genome",True
NC_013598,2919543,Viruses,Streptococcus phage ALQ13.2,"Streptococcus phage ALQ13.2, complete genome",True
MH697587,2301552,Viruses,Mycobacterium phage IPhane7,"Mycobacterium phage IPhane7, complete genome",True
NC_017865,1141525,Viruses,Pseudomonas phage vB_Pae-TbilisiM32,"Pseudomonas phage vB_Pae-TbilisiM32, complete genome",True
MK016495,2484206,Viruses,Microbacterium phage Goodman,"Microbacterium phage Goodman, complete genome",True
MG962360,2094142,Viruses,Microbacterium phage AlexAdler,"Microbacterium phage AlexAdler, complete genome",True
MK524523,2530135,Viruses,Mycobacterium phage Naira,"Mycobacterium phage Naira, complete genome",True
MF766045,2041206,Viruses,Streptomyces phage Daudau,"Streptomyces phage Daudau, complete genome",True
NC_031018,1805467,Viruses,Citrobacter phage SH4,"Citrobacter phage SH4, complete genome",True
JX042579,2927982,Viruses,Mycobacterium phage MacnCheese,"Mycobacterium phage MacnCheese, complete genome",True
NC_031061,1821558,Viruses,Gordonia phage Nymphadora,"Gordonia phage Nymphadora, complete genome",True
NC_028944,1690431,Viruses,Bacillus phage Eyuki,"Bacillus phage Eyuki, complete genome",True
MK359327,2502456,Viruses,Mycobacterium phage EmToTheThree,"Mycobacterium phage EmToTheThree, complete genome",True
NC_028871,1591072,Viruses,Listeria phage vB_LmoS_188,"Listeria phage vB_LmoS_188, complete genome",True
KX808131,1913038,Viruses,Mycobacterium phage SuperGrey,"Mycobacterium phage SuperGrey, complete genome",True
KX855961,1913079,Viruses,Arthrobacter phage EdgarPoe,"Arthrobacter phage EdgarPoe, complete genome",True
NC_031021,1868170,Viruses,Salmonella phage MA12,"Salmonella phage MA12, complete genome",True
KT388014,1701849,Viruses,Mycobacterium phage Turj99,"Mycobacterium phage Turj99, complete genome",True
MK524496,2530154,Viruses,Mycobacterium phage Veracruz,"Mycobacterium phage Veracruz, complete genome",True
NC_022070,1383054,Viruses,Mycobacterium phage Wheeler,"Mycobacteriophage Wheeler, complete genome",True
MK284520,2500572,Viruses,Gordonia phage Lilas,"Gordonia phage Lilas, complete genome",True
MH697577,2301540,Viruses,Mycobacterium phage Amochick,"Mycobacterium phage Amochick, complete genome",True
NC_031241,1792269,Viruses,Staphylococcus phage CNPx,"Staphylococcus phage CNPx, complete genome",True
MH825712,2315705,Viruses,Microbacterium phage ValentiniPuff,"Microbacterium phage ValentiniPuff, complete genome",True
NC_016763,1115478,Viruses,Salmonella phage SE2,"Salmonella phage SE2, complete genome",True
MF189178,2024283,Viruses,Arthrobacter phage Shade,"Arthrobacter phage Shade, complete genome",True
MH230879,2178923,Viruses,Mycobacterium phage Xavia,"Mycobacterium phage Xavia, complete genome",True
KX620749,1897533,Viruses,Propionibacterium phage B3,"Propionibacterium phage B3, complete genome",True
MH536821,2250329,Viruses,Mycobacterium phage Homura,"Mycobacterium phage Homura, complete genome",True
NC_016435,1109710,Viruses,Gordonia phage GRU1,"Gordonia phage GRU1, complete genome",True
NC_022969,1391181,Viruses,Mycobacterium phage PhatBacter,"Mycobacterium phage PhatBacter, complete genome",True
MG663586,2060090,Viruses,Streptomyces phage ZooBear,"Streptomyces phage ZooBear, complete genome",True
NC_018274,1161903,Viruses,Pseudomonas phage MP42,"Pseudomonas phage MP42, complete genome",True
MK279884,2499019,Viruses,Arthrobacter phage Supakev,"Arthrobacter phage Supakev, complete genome",True
KY385380,1933689,Viruses,Mycobacterium phage Ashraf,"Mycobacterium phage Ashraf, complete genome",True
JN699010,1089107,Viruses,Mycobacterium phage TallGrassMM,"Mycobacterium phage TallGrassMM, complete genome",True
NC_030936,1838061,Viruses,Gordonia phage Bachita,"Gordonia phage Bachita, complete genome",True
NC_028983,1296656,Viruses,Bacillus phage Shanette,"Bacillus phage Shanette, complete genome",True
NC_028846,1647313,Viruses,Mycobacterium phage ShedlockHolmes,"Mycobacterium phage ShedlockHolmes, complete genome",True
MF140420,2015863,Viruses,Arthrobacter phage Mariposa,"Arthrobacter phage Mariposa, complete genome",True
NC_001998,90963,Viruses,Chlamydia phage CPG1,"Guinea pig Chlamydia phage, complete genome",True
KR337650,1655015,Viruses,Propionibacterium phage Lauchelly,"Propionibacterium phage Lauchelly, complete genome",True
NC_015586,1027253,Viruses,Stenotrophomonas phage phiSHP2,"Stenotrophomonas phage phiSHP2, complete genome",True
NC_027294,1500822,Viruses,Propionibacterium phage PHL150M00,"Propionibacterium phage PHL150M00, complete genome",True
MH834611,2419956,Viruses,Arthrobacter phage Eileen,"Arthrobacter phage Eileen, complete genome",True
NC_028810,1698441,Viruses,Mycobacterium phage Rufus,"Mycobacterium phage Rufus, complete genome",True
NC_026609,1552735,Viruses,Lactobacillus phage Ldl1,"Lactobacillus phage Ldl1, complete genome",True
NC_031035,1891963,Viruses,Mycobacterium phage Gengar,"Mycobacterium phage Gengar, complete genome",True
NC_017980,1162304,Viruses,Clostridium phage phiCP7R,"Clostridium phage phiCP7R, complete genome",True
MH697578,2301541,Viruses,Mycobacterium phage Belladonna,"Mycobacterium phage Belladonna, complete genome",True
NC_013055,335797,Viruses,Burkholderia phage KS9,"Burkholderia phage KS9, complete genome",True
NC_003715,2928686,Viruses,Pseudomonas phage phi6,"Pseudomonas phage phi-6 segment L, complete sequence",True
NC_025428,1555208,Viruses,Ruegeria phage DSS3-P1,"Ruegeria phage DSS3-P1, complete genome",True
MH001456,2108122,Viruses,Mycobacterium phage CLED96,"Mycobacterium phage CLED96, complete genome",True
NC_031261,1821727,Viruses,Mycobacterium phage Shipwreck,"Mycobacterium phage Shipwreck, complete genome",True
MH536829,2250334,Viruses,Mycobacterium phage TBrady12,"Mycobacterium phage TBrady12, complete genome",True
MH651175,2301706,Viruses,Mycobacterium phage Gophee,"Mycobacterium phage Gophee, complete genome",True
NC_029002,1357715,Viruses,Microcystis phage MaMV-DC,"Microcystis phage MaMV-DC, complete genome",True
