id,taxid,superkingdom,organism,title,valid
NC_023609,1458846,Viruses,Mycobacterium phage RhynO,"Mycobacterium phage RhynO, complete genome",True
MH338241,2234079,Viruses,Mycobacterium phage Tarynearal,"Mycobacterium phage Tarynearal, complete genome",True
MG839016,2079578,Viruses,Microbacterium phage AxiPup,"Microbacterium phage AxiPup, complete genome",True
MG962373,2094138,Viruses,Mycobacterium phage Morrow,"Mycobacterium phage Morrow, complete genome",True
MF668268,2027891,Viruses,Mycobacterium phage Aroostook,"Mycobacterium phage Aroostook, complete genome",True
NC_028775,1505027,Viruses,Staphylococcus phage 23MRA,"Staphylococcus phage 23MRA, complete genome",True
NC_028767,1636261,Viruses,Paenibacillus phage Vegas,"Paenibacillus phage Vegas, complete genome",True
NC_028932,1701853,Viruses,Mycobacterium phage Serenity,"Mycobacterium phage Serenity, complete genome",True
NC_028869,1698710,Viruses,Mycobacterium phage HyRo,"Mycobacterium phage HyRo, complete genome",True
NC_031003,1654781,Viruses,Propionibacterium phage Moyashi,"Propionibacterium phage Moyashi, complete genome",True
KT373978,1701847,Viruses,Mycobacterium phage Ukulele,"Mycobacterium phage Ukulele, complete genome",True
MH779515,2315545,Viruses,Mycobacterium phage Sweets,"Mycobacterium phage Sweets, complete genome",True
NC_001335,31757,Viruses,Fromanvirus L5,Mycobacterium phage L5 complete genome,True
KR337647,1655021,Viruses,Propionibacterium phage Solid,"Propionibacterium phage Solid, complete genome",True
NC_004112,51369,Viruses,Lactobacillus phage A2,"Lactobacillus phage A2, complete genome",True
KU160658,1772309,Viruses,Arthrobacter phage Muttlie,"Arthrobacter phage Muttlie, complete genome",True
MH834610,2419955,Viruses,Arthrobacter phage DrManhattan,"Arthrobacter phage DrManhattan, complete genome",True
KX522943,1873895,Viruses,Mycobacterium phage Gompeii16,"Mycobacterium phage Gompeii16, complete genome",True
MK112556,2488980,Viruses,Mycobacterium phage Zerg,"Mycobacterium phage Zerg, complete genome",True
MK359357,2502453,Viruses,Mycobacterium phage RomaT,"Mycobacterium phage RomaT, complete genome",True
MH371114,2250356,Viruses,Mycobacterium phage Childish,"Mycobacterium phage Childish, complete genome",True
MF668270,2027893,Viruses,Mycobacterium phage Emma,"Mycobacterium phage Emma, complete genome",True
MH271303,2201436,Viruses,Microbacterium phage MementoMori,"Microbacterium phage MementoMori, complete genome",True
MG925355,2099641,Viruses,Mycobacterium phage OlanP,"Mycobacterium phage OlanP, complete genome",True
JN020141,1036615,Viruses,Mycobacterium phage Shauna1,"Mycobacterium phage Shauna1, complete genome",True
MF773750,2040289,Viruses,Mycobacterium phage OKCentral2016,"Mycobacterium phage OKCentral2016, complete genome",True
NC_002667,151536,Viruses,Lactococcus phage bIL286,"Lactococcus prophage bIL286, complete genome",True
NC_031260,1647400,Viruses,Enterococcus phage Ec-ZZ2,"Enterococcus phage Ec-ZZ2, complete genome",True
NC_030919,1810705,Viruses,Salmonella phage 118970_sal4,"Salmonella phage 118970_sal4, complete genome",True
NC_023746,2922991,Viruses,Mycobacterium phage GUmbie,"Mycobacterium phage GUmbie, complete genome",True
NC_023707,1071504,Viruses,Mycobacterium phage Turbido,"Mycobacterium phage Turbido, complete genome",True
MH153805,2182355,Viruses,Microbacterium phage Martin,"Microbacterium phage Martin, complete genome",True
NC_015209,2785247,Viruses,Vibrio phage CTXphi,"Vibrio phage CTXphi, complete genome",True
NC_010807,529929,Viruses,Salmonella phage phiSG-JL2,"Salmonella phage phiSG-JL2, complete genome",True
NC_021301,1327777,Viruses,Mycobacterium phage SiSi,"Mycobacterium phage SiSi, complete genome",True
KR781349,1673886,Viruses,Mycobacterium phage Apizium,"Mycobacterium phage Apizium, complete genome",True
NC_014461,2919553,Viruses,Mycobacterium phage LeBron,"Mycobacterium phage LeBron, complete genome",True
KX574454,1897542,Viruses,Mycobacterium phage PacerPaul,"Mycobacterium phage PacerPaul, complete genome",True
NC_021533,1262532,Viruses,Mycobacterium phage BTCU-1,"Mycobacterium phage BTCU-1, complete genome",True
NC_019506,1042122,Viruses,Clostridium phage phiCP13O,"Clostridium phage phiCP13O, complete genome",True
NC_021540,1283071,Viruses,Vibrio phage JA-1,"Vibrio phage JA-1, complete genome",True
NC_019927,984186,Viruses,Cronobacter phage ENT47670,"Cronobacter phage ENT47670, complete genome",True
MF919519,2041540,Viruses,Mycobacterium phage Longacauda,"Mycobacterium phage Longacauda, complete genome",True
NC_013645,2919544,Viruses,Streptococcus phage Abc2,"Streptococcus phage Abc2, complete genome",True
NC_010393,129862,Viruses,Phage Gifsy-2,"Phage Gifsy-2, complete genome",True
NC_031065,1815631,Viruses,Salmonella phage vB_SnwM_CGG4-1,"Salmonella phage vB_SnwM_CGG4-1, complete genome",True
MH155871,2182398,Viruses,Mycobacterium phage Mattes,"Mycobacterium phage Mattes, complete genome",True
MH271305,2201429,Viruses,Gordonia phage Morrissey,"Gordonia phage Morrissey, complete genome",True
MH910037,2419610,Viruses,Arthrobacter phage Isolde,"Arthrobacter phage Isolde, complete genome",True
MK392364,2510526,Viruses,Streptomyces phage Nishikigoi,"Streptomyces phage Nishikigoi, complete genome",True
NC_021319,1273747,Viruses,Haloarcula californiae tailed virus 2,"Halovirus HCTV-2, complete genome",True
MK310144,2500799,Viruses,Mycobacterium phage CicholasNage,"Mycobacterium phage CicholasNage, complete genome",True
MH976514,2483672,Viruses,Gordonia phage Nordenberg,"Gordonia phage Nordenberg, complete genome",True
KT285706,1698417,Viruses,Mycobacterium phage Pioneer,"Mycobacterium phage Pioneer, complete genome",True
JN083853,1041808,Viruses,Mycobacterium phage Airmid,"Mycobacterium phage Airmid, complete genome",True
MH590599,2283303,Viruses,Streptomyces phage Karimac,"Streptomyces phage Karimac, complete genome",True
MH051265,2126806,Viruses,Mycobacterium phage Yahalom,"Mycobacterium phage Yahalom, complete genome",True
NC_030909,1777064,Viruses,Pseudomonas phage YMC11/07/P54_PAE_BP,"Pseudomonas phage YMC11/07/P54_PAE_BP, complete genome",True
MK112528,2488952,Viruses,Arthrobacter phage Beethoven,"Arthrobacter phage Beethoven, complete genome",True
MK061412,2488789,Viruses,Streptomyces phage Gilson,"Streptomyces phage Gilson, complete genome",True
KU867907,1818107,Viruses,Mycobacterium phage Potter,"Mycobacterium phage Potter, complete genome",True
KX522650,1873902,Viruses,Arthrobacter phage Conboy,"Arthrobacter phage Conboy, complete genome",True
NC_027390,1560284,Viruses,Proteus phage PM 93,"Proteus phage PM 93, complete genome",True
NC_011292,563121,Viruses,Mycobacterium phage Konstantine,"Mycobacterium phage Konstantine, complete genome",True
NC_001629,2898540,Viruses,Lactococcus phage bIL67,"Lactococcus phage bIL67, complete genome",True
NC_031120,1883379,Viruses,Erwinia phage vB_EamM_Caitlin,"Erwinia phage vB_EamM_Caitlin, complete genome",True
JX411619,2927991,Viruses,Mycobacterium phage Rebeuca,"Mycobacterium phage Rebeuca, complete genome",True
NC_019913,685892,Viruses,Pseudomonas phage PaP1,"Pseudomonas phage PaP1, complete genome",True
NC_023605,1461743,Viruses,Vibrio phage PVA1,"Vibrio phage PVA1, complete genome",True
JX649096,1235694,Viruses,Mycobacterium phage Serpentine,"Mycobacterium phage Serpentine, complete genome",True
MH576974,2283259,Viruses,Mycobacterium phage Sibs6,"Mycobacterium phage Sibs6, complete genome",True
MH230874,2178918,Viruses,Mycobacterium phage Banjo,"Mycobacterium phage Banjo, complete genome",True
MK279894,2499069,Viruses,Mycobacterium phage YouGoGlencoco,"Mycobacterium phage YouGoGlencoco, complete genome",True
GQ303264,663558,Viruses,Mycobacterium phage Puhltonio,"Mycobacterium phage Puhltonio, complete genome",True
NC_030953,1863008,Viruses,Shigella phage SHFML-11,"Shigella phage SHFML-11, complete genome",True
NC_009334,12509,Viruses,Human herpesvirus 4 type 2,"Human herpesvirus 4, complete genome",True
NC_027362,1500816,Viruses,Propionibacterium phage PHL116M00,"Propionibacterium phage PHL116M00, complete genome",True
MK112554,2488978,Viruses,Mycobacterium phage TinyTim,"Mycobacterium phage TinyTim, complete genome",True
NC_027394,1540093,Viruses,Bacillus phage Pookie,"Bacillus phage Pookie, complete genome",True
NC_021329,1273752,Viruses,Halorubrum tailed virus 4,"Halovirus HRTV-4, complete genome",True
MH155869,2182396,Viruses,Streptomyces phage HotFries,"Streptomyces phage HotFries, complete genome",True
KY385384,1933771,Viruses,Mycobacterium phage SimranZ1,"Mycobacterium phage SimranZ1, complete genome",True
MF140435,2015891,Viruses,Mycobacterium phage Wintermute,"Mycobacterium phage Wintermute, complete genome",True
MG925351,2099635,Viruses,Mycobacterium phage MPlant7149,"Mycobacterium phage MPlant7149, complete genome",True
NC_031051,1871692,Viruses,Enterococcus phage SANTOR1,"Enterococcus phage SANTOR1, complete genome",True
NC_030913,1838083,Viruses,Gordonia phage Wizard,"Gordonia phage Wizard, complete genome",True
MK524518,2530150,Viruses,Mycobacterium phage Smurph,"Mycobacterium phage Smurph, complete genome",True
NC_028819,1636200,Viruses,Pseudoalteromonas phage H103,"Pseudoalteromonas Phage H103, complete genome",True
NC_027627,1655021,Viruses,Propionibacterium phage Solid,"Propionibacterium phage Solid, complete genome",True
MH450121,2250413,Viruses,Arthrobacter phage KingBob,"Arthrobacter phage KingBob, complete genome",True
MK112526,2488951,Viruses,Arthrobacter phage Aledel,"Arthrobacter phage Aledel, complete genome",True
MG198777,2047869,Viruses,Corynebacterium phage Darwin,"Corynebacterium phage Darwin, complete genome",True
JN572061,1076631,Viruses,Mycobacterium phage Jebeks,"Mycobacterium phage Jebeks, complete genome",True
NC_023695,1086800,Viruses,Mycobacterium phage Violet,"Mycobacterium phage Violet, complete genome",True
MK524524,2530160,Viruses,Streptomyces phage Caelum,"Streptomyces phage Caelum, complete genome",True
NC_004587,198541,Viruses,Streptococcus phage 315.4,"Streptococcus prophage 315.4, complete genome",True
KU865303,1815609,Viruses,Mycobacterium phage TeardropMSU,"Mycobacterium phage TeardropMSU, complete genome",True
MG770214,2079281,Viruses,Gordonia phage SteveFrench,"Gordonia phage SteveFrench, complete genome",True
NC_028681,1675554,Viruses,Mycobacterium phage Pops,"Mycobacterium phage Pops, complete genome",True
NC_009993,480808,Viruses,Mycobacterium phage Giles,"Mycobacterium phage Giles, complete genome",True
NC_031939,1857100,Viruses,Salmonella phage BPS15Q2,"Salmonella phage BPS15Q2, complete genome",True
MK359340,2502446,Viruses,Mycobacterium phage Phontbonne,"Mycobacterium phage Phontbonne, complete genome",True
MK433269,2510517,Viruses,Streptomyces phage Madamato,"Streptomyces phage Madamato, complete genome",True
NC_023720,2922996,Viruses,Mycobacterium phage Perseus,"Mycobacterium phage Perseus, complete genome",True
MG198776,2047868,Viruses,Corynebacterium phage C3PO,"Corynebacterium phage C3PO, complete genome",True
NC_001270,93224,Viruses,Spiroplasma phage SVTS2,"Spiroplasma phage SVTS2, complete genome",True
NC_010153,346883,Viruses,Betalipothrixvirus pezzuloense,"Acidianus filamentous virus 7, complete genome",True
NC_005342,2883945,Viruses,Burkholderia phage Bcep43,"Burkholderia phage Bcep43, complete genome",True
MG812495,2079571,Viruses,Mycobacterium phage Pippin,"Mycobacterium phage Pippin, complete genome",True
MK359339,2502466,Viruses,Mycobacterium phage Naija,"Mycobacterium phage Naija, complete genome",True
NC_010808,2993859,Viruses,Staphylococcus phage phiMR25,"Staphylococcus phage phiMR25 DNA, complete genome",True
JF704107,2920883,Viruses,Mycobacterium phage George,"Mycobacterium phage George, complete genome",True
NC_028937,1673889,Viruses,Mycobacterium phage Ovechkin,"Mycobacterium phage Ovechkin, complete genome",True
NC_031016,1815955,Viruses,Lactococcus phage PLgT-1,"Lactococcus phage PLgT-1, complete genome",True
MK359299,2502417,Viruses,Mycobacterium phage Petp2012,"Mycobacterium phage Petp2012, complete genome",True
MH371110,2250361,Viruses,Mycobacterium phage Magnar,"Mycobacterium phage Magnar, complete genome",True
NC_027292,1562076,Viruses,Pseudomonas phage Pf-10,"Pseudomonas phage Pf-10, complete genome",True
MK433261,2510507,Viruses,Gordonia phage Msay19,"Gordonia phage Msay19, complete genome",True
NC_011373,504346,Viruses,Pseudomonas phage PAJU2,"Pseudomonas phage PAJU2, complete genome",True
NC_019540,1161935,Viruses,Salinivibrio phage CW02,"Salinivibrio phage CW02, complete genome",True
JN116824,1109714,Viruses,Rhodococcus phage REQ3,"Rhodococcus phage REQ3, complete genome",True
NC_028768,1589746,Viruses,Achromobacter phage JWX,"Achromobacter phage JWX, complete genome",True
KX443695,1874014,Viruses,Arthrobacter phage Courtney3,"Arthrobacter phage Courtney3, complete genome",True
KX620752,1897535,Viruses,Propionibacterium phage E1,"Propionibacterium phage E1, complete genome",True
NC_029059,1567468,Viruses,Mycobacterium phage Edtherson,"Mycobacterium phage Edtherson, complete genome",True
MH051246,2126944,Viruses,Mycobacterium phage ActinUp,"Mycobacterium phage ActinUp, complete genome",True
NC_019448,760530,Viruses,Staphylococcus phage G15,"Staphylococcus phage GH15, complete genome",True
NC_024385,1262517,Viruses,Leuconostoc phage phiLN12,"Leuconostoc phage phiLN12, complete genome",True
KF024722,2928684,Viruses,Mycobacterium phage TA17A,"Mycobacterium phage TA17A, complete genome",True
NC_022986,1327966,Viruses,Pseudomonas phage PAK_P4,"Pseudomonas phage PAK_P4, complete genome",True
NC_023550,1453367,Viruses,Staphylococcus phage GRCS,"Staphylococcus phage GRCS, complete genome",True
MF358542,2015806,Viruses,Streptomyces phage Sushi23,"Streptomyces phage Sushi23, complete genome",True
MF668272,2027895,Viruses,Mycobacterium phage Gideon,"Mycobacterium phage Gideon, complete genome",True
KY083063,1916115,Viruses,Mycobacterium phage Eris,"Mycobacterium phage Eris, complete genome",True
MH651176,2301696,Viruses,Gordonia phage Horus,"Gordonia phage Horus, complete genome",True
KU234099,1777060,Viruses,Mycobacterium phage MkaliMitinis3,"Mycobacterium phage MkaliMitinis3, complete genome",True
NC_005887,2883949,Viruses,Burkholderia phage BcepC6B,"Burkholderia phage BcepC6B, complete genome",True
NC_005893,279281,Viruses,Lactobacillus phage phiAT3,"Lactobacillus phage phiAT3, complete genome",True
MG009575,2041344,Viruses,Mycobacterium phage Kumao,"Mycobacterium phage Kumao, complete genome",True
NC_027335,1498168,Viruses,Enterococcus phage ECP3,"Enterococcus phage ECP3, complete genome",True
MK392368,2510522,Viruses,Arthrobacter phage Elesar,"Arthrobacter phage Elesar, complete genome",True
NC_027359,1500808,Viruses,Propionibacterium phage PHL082M00,"Propionibacterium phage PHL082M00, complete genome",True
MK359343,2502448,Viruses,Mycobacterium phage Pollywog,"Mycobacterium phage Pollywog, complete genome",True
NC_008721,413066,Viruses,Streptococcus phage SMP,"Streptococcus phage SMP, complete genome",True
MF668276,2027896,Viruses,Mycobacterium phage Lulumae,"Mycobacterium phage Lulumae, complete genome",True
NC_024363,1486403,Viruses,Mycobacterium phage Manad,"Mycobacterium phage Manad, complete genome",True
KY204244,1927023,Viruses,Mycobacterium phage BubbleTrouble,"Mycobacterium phage BubbleTrouble, complete genome",True
MH450113,2250419,Viruses,Mycobacterium phage BigMau,"Mycobacterium phage BigMau, complete genome",True
NC_031054,1873999,Viruses,Bacillus phage DirtyBetty,"Bacillus phage DirtyBetty, complete genome",True
NC_029047,1636271,Viruses,Verrucomicrobia phage P8625,"Verrucomicrobia phage P8625, complete genome",True
NC_030943,1838062,Viruses,Gordonia phage Blueberry,"Gordonia phage Blueberry, complete genome",True
NC_009551,2914005,Viruses,Phormidium phage Pf-WMP3,"Phormidium phage Pf-WMP3, complete genome",True
NC_031086,1698439,Viruses,Acinetobacter phage phiAB6,"Acinetobacter phage phiAB6, complete genome",True
NC_019450,757342,Viruses,Pseudomonas phage JG004,"Pseudomonas phage JG004, complete genome",True
KU160657,1772308,Viruses,Arthrobacter phage Moloch,"Arthrobacter phage Moloch, complete genome",True
NC_023709,1056833,Viruses,Mycobacterium phage Wile,"Mycobacterium phage Wile, complete genome",True
NC_023612,1458842,Viruses,Geobacillus phage GBK2,"Geobacillus phage GBK2, complete genome",True
MH825697,2315706,Viruses,Mycobacterium phage Bangla1971,"Mycobacterium phage Bangla1971, complete genome",True
MH020240,2126817,Viruses,Mycobacterium phage SuperAwesome,"Mycobacterium phage SuperAwesome, complete genome",True
MF185722,2015848,Viruses,Mycobacterium phage Peanam,"Mycobacterium phage Peanam, complete genome",True
NC_022336,1235645,Viruses,Propionibacterium phage PHL010M04,"Propionibacterium phage PHL010M04, complete genome",True
NC_024378,1262521,Viruses,Leuconostoc phage phiLNTR3,"Leuconostoc phage phiLNTR3, complete genome",True
NC_031031,1887652,Viruses,Gordonia phage Remus,"Gordonia phage Remus, complete genome",True
NC_028823,1551711,Viruses,Mycobacterium phage Bipolar,"Mycobacterium phage Bipolar, complete genome",True
NC_021794,1327983,Viruses,Cellulophaga phage phi18:3,"Cellulophaga phage phi18:3, complete genome",True
KX683875,1897448,Viruses,Mycobacterium phage Baehexic,"Mycobacterium phage Baehexic, complete genome",True
JF792674,1034124,Viruses,Mycobacterium phage Shaka,"Mycobacterium phage Shaka, complete genome",True
JX901189,1305710,Viruses,Mycobacterium phage FF47,"Mycobacterium phage vB_MapS_FF47, complete genome",True
JF937101,2922212,Viruses,Mycobacterium phage LittleE,"Mycobacterium phage LittleE, complete genome",True
KX550082,1897541,Viruses,Rhodococcus phage Natosaleda,"Rhodococcus phage Natosaleda, complete genome",True
NC_022340,1235656,Viruses,Propionibacterium phage PHL114L00,"Propionibacterium phage PHL114L00, complete genome",True
MK061408,2488784,Viruses,Mycobacterium phage Centaur,"Mycobacterium phage Centaur, complete genome",True
NC_022328,1354507,Viruses,Mycobacterium phage Adawi,"Mycobacterium phage Adawi, complete genome",True
KY676784,1965452,Viruses,Streptomyces phage ToastyFinz,"Streptomyces phage ToastyFinz, complete genome",True
NC_022751,434346,Viruses,Cyanophage PP,"Cyanophage PP, complete genome",True
NC_028697,1701850,Viruses,Streptococcus phage A25,"Streptococcus phage A25, complete genome",True
NC_028830,1739609,Viruses,Lactobacillus phage iA2,"Lactobacillus phage iA2, complete genome",True
KX443696,1874015,Viruses,Mycobacterium phage Laurie,"Mycobacterium phage Laurie, complete genome",True
MH697582,2301550,Viruses,Mycobacterium phage Ejimix,"Mycobacterium phage Ejimix, complete genome",True
KX557275,1887644,Viruses,Gordonia phage CarolAnn,"Gordonia phage CarolAnn, complete genome",True
MH077583,2163596,Viruses,Mycobacterium phage PGHhamlin,"Mycobacterium phage PGHhamlin, complete genome",True
JF704099,1034138,Viruses,Mycobacterium phage KLucky39,"Mycobacterium phage KLucky39, complete sequence",True
MG925347,2099626,Viruses,Microbacterium phage Lucky3,"Microbacterium phage Lucky3, complete genome",True
MK433262,2510511,Viruses,Mycobacterium phage Nimrod,"Mycobacterium phage Nimrod, complete genome",True
MG812486,2079563,Viruses,Mycobacterium phage Acme,"Mycobacterium phage Acme, complete genome",True
NC_009936,386793,Viruses,Pseudomonas phage LKA1,"Pseudomonas phage LKA1, complete genome",True
MK392367,2510523,Viruses,Mycobacterium phage BabeRuth,"Mycobacterium phage BabeRuth, complete genome",True
NC_009817,2913972,Viruses,Lactococcus phage KSY1,"Lactococcus phage KSY1, complete genome",True
MH153801,2182352,Viruses,Microbacterium phage Count,"Microbacterium phage Count, complete genome",True
NC_004456,207597,Viruses,Vibrio phage VHML,"Vibrio phage VHML, complete genome",True
NC_015296,2991283,Viruses,Salmonella phage Vi01,"Salmonella phage Vi01, complete genome",True
KT895280,1739966,Viruses,Mycobacterium phage Sparkdehlily,"Mycobacterium phage Sparkdehlily, complete genome",True
KT591490,1718600,Viruses,Mycobacterium phage Mufasa,"Mycobacterium phage Mufasa, complete genome",True
NC_028956,1572747,Viruses,Mannheimia phage vB_MhS_1152AP2,"Mannheimia phage vB_MhS_1152AP2, complete genome",True
MH825702,2315708,Viruses,Mycobacterium phage Hamish,"Mycobacterium phage Hamish, complete genome",True
NC_012093,593131,Viruses,Pseudomonas phage phi2954,"Pseudomonas phage phi2954 segment S, complete sequence",True
MF140425,2015866,Viruses,Arthrobacter phage PitaDog,"Arthrobacter phage PitaDog, complete genome",True
NC_011044,543152,Viruses,Mycobacterium phage Nigel,"Mycobacterium phage Nigel, complete genome",True
NC_017985,1127357,Viruses,Salmonella phage SPN9CC,"Salmonella phage SPN9CC, complete genome",True
NC_031024,1852564,Viruses,Bacillus phage Belinda,"Bacillus phage Belinda, complete genome",True
NC_028696,1647458,Viruses,Salmonella phage SEN22,"Salmonella phage SEN22, complete genome",True
MK112547,2488957,Viruses,Gordonia phage Maridalia,"Gordonia phage Maridalia, complete genome",True
MH536822,2250330,Viruses,Mycobacterium phage Joy99,"Mycobacterium phage Joy99, complete genome",True
NC_011551,340054,Viruses,Bacteriophage APSE-2,"Bacteriophage APSE-2, complete genome",True
NC_008364,382685,Viruses,Lactococcus phage Q54,"Lactococcus phage Q54, complete genome",True
MF373841,2015810,Viruses,Mycobacterium phage Hurricane,"Mycobacterium phage Hurricane, complete genome",True
MH399780,2250381,Viruses,Mycobacterium phage Mutante,"Mycobacterium phage Mutante, complete genome",True
NC_030910,1777072,Viruses,Pseudomonas phage K5,"Pseudomonas phage K5, complete genome",True
MH976515,2483673,Viruses,Gordonia phage Octobien14,"Gordonia phage Octobien14, complete genome",True
NC_014635,879628,Viruses,Aeromonas phage phiAS4,"Aeromonas phage phiAS4, complete genome",True
KJ567044,1486471,Viruses,Mycobacterium phage EmpTee,"Mycobacterium phage EmpTee, complete genome",True
KX576642,1897762,Viruses,Arthrobacter phage Massimo,"Arthrobacter phage Massimo, complete genome",True
MK376953,2507854,Viruses,Gordonia phage Rickmore,"Gordonia phage Rickmore, complete genome",True
MK279860,2499006,Viruses,Arthrobacter phage Lasagna,"Arthrobacter phage Lasagna, complete genome",True
NC_023724,2922990,Viruses,Mycobacterium phage Larva,"Mycobacterium phage Larva, complete genome",True
NC_024208,1476888,Viruses,Lactococcus phage P118,"Lactococcus phage P118, complete genome",True
NC_022744,1407608,Viruses,Erwinia phage FE44,"Erwinia phage FE44, complete genome",True
NC_028687,1755681,Viruses,Mycobacterium phage Iracema64,"Mycobacterium phage Iracema64, complete genome",True
MK450425,2510579,Viruses,Mycobacterium phage Shelob,"Mycobacterium phage Shelob, complete genome",True
MH779500,2315536,Viruses,Mycobacterium phage Crownjwl,"Mycobacterium phage Crownjwl, complete genome",True
MH576961,2283244,Viruses,Arthrobacter phage Ronnie,"Arthrobacter phage Ronnie, complete genome",True
KY213952,1927018,Viruses,Mycobacterium phage Petruchio,"Mycobacterium phage Petruchio, complete genome",True
KT716493,1718177,Viruses,Mycobacterium phage Caelakin,"Mycobacterium phage Caelakin, complete genome",True
NC_017971,1114179,Viruses,Pseudomonas phage tf,Pseudomonas phage tf complete genome,True
NC_025450,1542498,Viruses,Lelliottia phage phD2B,"Lelliottia phage phD2B, complete genome",True
NC_030923,1777063,Viruses,Pseudomonas phage YMC11/06/C171_PPU_BP,"Pseudomonas phage YMC11/06/C171_PPU_BP, complete genome",True
NC_024145,1463811,Viruses,Mycobacterium phage Hosp,"Mycobacterium phage Hosp, complete genome",True
KY087993,1920298,Viruses,Mycobacterium phage Hammy,"Mycobacterium phage Hammy, complete genome",True
MH590594,2283299,Viruses,Mycobacterium phage PinheadLarry,"Mycobacterium phage PinheadLarry, complete genome",True
KR080202,1647309,Viruses,Mycobacterium phage MOOREtheMARYer,"Mycobacterium phage MOOREtheMARYer, complete genome",True
KU761559,1815972,Viruses,Mycobacterium phage ArcherNM,"Mycobacterium phage ArcherNM, complete genome",True
NC_013694,2919546,Viruses,Mycobacterium phage Peaches,"Mycobacterium phage Peaches, complete genome",True
NC_028837,1636263,Viruses,Paenibacillus phage Xenia,"Paenibacillus phage Xenia, complete genome",True
NC_003327,181604,Viruses,Vibrio phage VSK,"Vibrio phage VSK, complete genome",True
MH153813,2182357,Viruses,Microbacterium phage Squash,"Microbacterium phage Squash, complete genome",True
NC_016659,445692,Viruses,Cyanophage NATL2A-133,"Cyanophage NATL2A-133, complete genome",True
MH399773,2250375,Viruses,Mycobacterium phage Craff,"Mycobacterium phage Craff, complete genome",True
KX592589,1897552,Viruses,Mycobacterium phage Iridoclysis,"Mycobacterium phage Iridoclysis, complete genome",True
NC_018841,1229786,Viruses,Propionibacterium phage P101A,"Propionibacterium phage P101A, complete genome",True
NC_030901,1838065,Viruses,Gordonia phage ClubL,"Gordonia phage ClubL, complete genome",True
NC_028906,1035485,Viruses,Mycobacterium phage Toto,"Mycobacterium phage Toto, complete genome",True
NC_025829,1551641,Viruses,Shigella phage pSs-1,"Shigella phage pSs-1, complete genome",True
NC_030945,1567487,Viruses,Bacillus phage BalMu-1,"Bacillus phage BalMu-1 copy 1, complete genome",True
NC_031108,1838138,Viruses,Propionibacterium phage PFR2,"Propionibacterium phage PFR2, complete genome",True
NC_022977,1391429,Viruses,Mycobacterium phage Artemis2UCLA,"Mycobacterium phage Artemis2UCLA, complete genome",True
NC_028876,1541824,Viruses,Mycobacterium phage Ariel,"Mycobacterium phage Ariel, complete genome",True
MH727558,2301617,Viruses,Mycobacterium phage Salacia,"Mycobacterium phage Salacia, complete genome",True
NC_020159,1262527,Viruses,Halorubrum sodomense tailed virus 2,"Halovirus HSTV-2, complete genome",True
MH509443,2250292,Viruses,Mycobacterium phage Avle17,"Mycobacterium phage Avle17, complete genome",True
NC_016163,331278,Viruses,Yersinia phage phiR1-37,"Yersinia phage phiR1-37, complete genome",True
KX712236,1897442,Viruses,Rhodococcus phage Yogi,"Rhodococcus phage Yogi, complete genome",True
NC_030935,1647473,Viruses,Gordonia phage GRU3,"Gordonia phage GRU3, complete genome",True
NC_028786,1610829,Viruses,Klebsiella phage 1513,"Klebsiella phage 1513, complete genome",True
NC_011039,543153,Viruses,Mycobacterium phage Predator,"Mycobacterium phage Predator, complete genome",True
NC_030934,1777065,Viruses,Pseudomonas phage vB_PsyM_KIL1,"Pseudomonas phage vB_PsyM_KIL1, complete genome",True
NC_023708,1086749,Viruses,Mycobacterium phage Dreamboat,"Mycobacterium phage Dreamboat, complete genome",True
GQ303266,663560,Viruses,Mycobacterium phage UncleHowie,"Mycobacterium phage UncleHowie, complete genome",True
MK359310,2502428,Viruses,Mycobacterium phage Katalie136,"Mycobacterium phage Katalie136, complete genome",True
MF140399,2015875,Viruses,Mycobacterium phage Bartholomew,"Mycobacterium phage Bartholomew, complete genome",True
MH651186,2301712,Viruses,Mycobacterium phage Podrick,"Mycobacterium phage Podrick, complete genome",True
NC_018084,1162306,Viruses,Clostridium phage phiZP2,"Clostridium phage phiZP2, complete genome",True
MG663583,2060087,Viruses,Streptomyces phage Percastrophe,"Streptomyces phage Percastrophe, complete genome",True
KU963251,1821563,Viruses,Gordonia phage UmaThurman,"Gordonia phage UmaThurman, complete genome",True
MH651177,2301707,Viruses,Mycobacterium phage KlimbOn,"Mycobacterium phage KlimbOn, complete genome",True
NC_008193,2911430,Viruses,Pasteurella phage F108,"Pasteurella phage F108, complete genome",True
MH450124,2250423,Viruses,Mycobacterium phage Marius,"Mycobacterium phage Marius, complete genome",True
MK524525,2530144,Viruses,Mycobacterium phage Ringer,"Mycobacterium phage Ringer, complete genome",True
MH976513,2483671,Viruses,Gordonia phage Kroos,"Gordonia phage Kroos, complete genome",True
KT281795,1698715,Viruses,Mycobacterium phage XFactor,"Mycobacterium phage XFactor, complete genome",True
KX641266,1897550,Viruses,Mycobacterium phage Terror,"Mycobacterium phage Terror, complete genome",True
MF189177,2024282,Viruses,Arthrobacter phage Piccoletto,"Arthrobacter phage Piccoletto, complete genome",True
MK016502,2484214,Viruses,Mycobacterium phage Pat3,"Mycobacterium phage Pat3, complete genome",True
NC_022341,1235655,Viruses,Propionibacterium phage PHL113M01,"Propionibacterium phage PHL113M01, complete genome",True
