DNABERTBACTSTRAT,NT2PHAGESTRAT,NT2BACTSTRAT,MEGADNAPHAGESTRAT,DNABERTPHAGESTRAT,MEGADNABACTSTRAT,F1Score1,Average
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.8934716599190284,.8934
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,0.9200383050035911,.9200
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.9068554396423248,.9068
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,0.9052333804809053,.9052
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,MaxStrategy,0.9068278805120911,.9068
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,0.8873449131513648,.8873
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9107121626441564,.9107
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,BottomTruncateStrategy,0.9011758819114336,.9011
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,MaxStrategy,0.9030567685589519,.9030
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.908102766798419,.9081
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8895470813279033,.8895
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,0.902542372881356,.9025
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9007348362187073,.9007
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9148130619971604,.9148
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TKPertStrategy,0.8802500000000001,.8802
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,0.9034474588318919,.9034
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,0.9208072701522484,.9208
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,0.9014285714285715,.9014
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9177519652704448,.9177
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9189760450915923,.9189
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9076592698639943,.9076
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,0.880346232179226,.8803
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,0.9132221416485375,.9132
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.9157473633167657,.9157
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.911739711059852,.9117
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8845084660096033,.8845
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,0.8872142677719165,.8872
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,0.904337631887456,.9043
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,0.8858079153012351,.8858
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,TKPertStrategy,0.8935521688159438,.8935
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9043151969981239,.9043
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9098844066996932,.9098
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8927557694680981,.8927
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,0.8889737713267126,.8889
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.8985398727068514,.8985
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.8900749777608337,.8900
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,BottomTruncateStrategy,0.9030042918454936,.9030
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.8984170509784369,.8984
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.8986993496748374,.8986
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.8930335968379446,.8930
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,0.8789057894116259,.8789
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TopBottomTruncateStrategy,0.9041871921182266,.9041
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,MaxStrategy,0.8953150650334638,.8953
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.8840869054609513,.8840
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.8923970699671634,.8923
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,0.89109859829879,.8910
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.879037209873511,.8790
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.8814390842191333,.8814
BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9158636897767333,.9158
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,0.8815913370998116,.8815
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.8872560828715972,.8872
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,0.8837263874222693,.8837
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,0.886168020366105,.8861
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,MaxStrategy,0.8813119395941481,.8813
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.8939821344616831,.8939
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.874907658212263,.8749
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,0.8709558371263378,.8709
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,0.906515580736544,.9065
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9039053254437869,.9039
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.8724663225481557,.8724
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.8821832171194999,.8821
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9079335140869976,.9079
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,0.8754094657178358,.8754
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,0.8761534725594949,.8761
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,0.8781047000382116,.8781
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,0.8831908831908832,.8831
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.8854285352576275,.8854
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,0.8809178743961352,.8809
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,MaxStrategy,0.8757679180887371,.8757
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,0.8795046439628483,.8795
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.8843688362919131,.8843
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.8889665618082256,.8889
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8795396419437339,.8795
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.8821301775147928,.8821
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,0.8666022232962785,.8666
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.8888077858880779,.8888
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.861301575845062,.8613
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,TKPertStrategy,0.867929079725003,.8679
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,0.8836436958842367,.8836
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.8993678887484197,.8993
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.8864572302623838,.8864
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,0.9065880039331367,.9065
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.8858082706766918,.8858
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,BottomTruncateStrategy,0.8827586206896553,.8827
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.9028600226785939,.9028
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TopBottomTruncateStrategy,MaxStrategy,0.881198715661791,.8811
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.9103634577603144,.9103
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,0.89236276849642,.8923
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,0.9081455805892548,.9081
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.889075832231703,.8890
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,0.9129129129129129,.9129
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,MaxStrategy,0.914041514041514,.9140
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.9090682920761288,.9090
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,0.9020592667001507,.9020
BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.8932610744580586,.8932
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,0.8799631718264471,.8799
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,0.881367759944173,.8813
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.8866272189349113,.8866
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,0.8517003323958067,.8517
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.9059356136820925,.9059
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,TKPertStrategy,0.8615666934281455,.8615
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,0.8555947580645161,.8555
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,0.9100555212831586,.9100
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,0.8784962065451252,.8784
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.8772049618754979,.8772
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.8975957257346394,.8975
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.8852838933951332,.8852
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.9129786176031824,.9129
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,0.9113300492610837,.9113
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,0.9107405590975969,.9107
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,MaxStrategy,0.9085313307891174,.9085
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.9100899100899101,.9100
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.9128876807117262,.9128
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,0.9095684803001877,.9095
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,0.9155781325592647,.9155
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,0.868756971124055,.8687
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.8794394781348153,.8794
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.912968013885445,.9129
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.916840171463564,.9168
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,0.9128094725511303,.9128
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8550269863185641,.8550
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,0.8801562118623384,.8801
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.8781523096129837,.8781
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8666256914566687,.8666
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.8833353358164124,.8833
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.8709051201164766,.8709
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9135891865797731,.9135
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,0.8904637573044885,.8904
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,MaxStrategy,0.8807272727272728,.8807
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,MaxStrategy,0.910121648753986,.9101
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.9052631578947369,.9052
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,MaxStrategy,0.912447885646218,.9124
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,MaxStrategy,BottomTruncateStrategy,0.9177436888513105,.9177
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.8844787455592307,.8844
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.914989344068198,.9149
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.9154791154791155,.9154
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,0.8632153882688198,.8632
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,MaxStrategy,TopBottomTruncateStrategy,0.913670824162387,.9136
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,TKPertStrategy,0.9027693058436014,.9027
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,BottomTruncateStrategy,0.8802281368821293,.8802
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TopBottomTruncateStrategy,0.885986328125,.8859
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,0.9117926771279126,.9117
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,0.9089402013025459,.9089
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.8825297583263196,.8825
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9114980916030535,.9114
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.8661857109611357,.8661
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,0.8901308268766671,.8901
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.9125778331257782,.9125
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.899812850904554,.8998
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,0.9123793229866797,.9123
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,TKPertStrategy,0.8964824120603015,.8964
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.9076305220883535,.9076
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,0.9181415929203539,.9181
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,0.915825744523751,.9158
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,MaxStrategy,0.918130751762878,.9181
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,MaxStrategy,0.9148476852962341,.9148
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,0.9081861159492411,.9081
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,0.9126189593375355,.9126
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TKPertStrategy,BottomTruncateStrategy,0.9135154479303352,.9135
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9095149253731343,.9095
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,0.8949839387200396,.8949
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,BottomTruncateStrategy,TKPertStrategy,TKPertStrategy,0.8995283018867924,.8995
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.9137067938021455,.9137
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.8620135886349598,.8620
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,TKPertStrategy,0.8599749058971141,.8599
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.9142928224903595,.9142
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TKPertStrategy,0.9083636363636364,.9083
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,MaxStrategy,0.9129332206255283,.9129
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,BottomTruncateStrategy,0.9166564379526206,.9166
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.913543599257885,.9135
BottomTruncateStrategy,MaxStrategy,TopBottomTruncateStrategy,TopBottomTruncateStrategy,BottomTruncateStrategy,MaxStrategy,0.9195710455764076,.9195
BottomTruncateStrategy,MaxStrategy,BottomTruncateStrategy,TKPertStrategy,BottomTruncateStrategy,TopBottomTruncateStrategy,0.9109998779147845,.9109
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,BottomTruncateStrategy,0.8788636363636363,.8788
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.8765909090909091,.8765
BottomTruncateStrategy,TopBottomTruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TopBottomTruncateStrategy,0.8884462151394423,.8884
