NT2PhageStrategy,NT2BactStrategy,MegaDNAPhageStrategy,MegaDNABactStrategy,DNABERTPhageStrategy,DNABERTBactStrategy,F1Score1,F1Score2,F1Score3,F1Score4,F1Score5,Average
MaxStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9531707167625427,0.9625304341316223,0.9611272811889648,,,.9589
MaxStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9549461603164673,0.9588377475738525,0.9578692317008972,,,.9572
MaxStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9558466672897339,0.9635745286941528,0.957156777381897,,,.9588
MaxStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9591836929321289,0.9536811113357544,0.9560598731040955,,,.9563
MaxStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9323601126670837,0.9477250576019287,0.9627816081047058,,,.9476
MaxStrategy,TKPertStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9601167440414429,0.9623839855194092,0.9524733424186707,,,.9583
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9561830759048462,0.9624573588371277,0.9619511961936951,,,.9601
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9520581364631653,0.9573643207550049,0.9515033960342407,,,.9536
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9378313422203064,0.9619511961936951,0.9625304341316223,,,.9541
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.961013674736023,0.9563530683517456,0.9344810843467712,,,.9506
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9546769261360168,0.9521970152854919,0.960038959980011,,,.9556
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9588377475738525,0.9559255838394165,0.9517778754234314,,,.9555
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9541910290718079,0.9497098922729492,0.9573230147361755,,,.9537
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9603481888771057,0.9472154974937439,0.9603912234306335,,,.9559
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9558894634246826,0.946601927280426,0.9644768834114075,,,.9556
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9505813717842102,0.9551374912261963,0.9525653719902039,,,.9527
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9483430981636047,0.9555447101593018,0.9476260542869568,,,.9505
MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9474698901176453,0.9505813717842102,0.9466471076011658,,,.9482
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9446316957473755,0.9492998719215393,0.9538611173629761,,,.9492
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9399806261062622,0.9535783529281616,0.9590243697166443,,,.9508
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9438849091529846,0.9486433863639832,0.9496885538101196,,,.9474
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.960545539855957,0.9547885060310364,0.9557608366012573,,,.9570
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9610894918441772,0.9539951682090759,0.9305222630500793,,,.9485
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9587178230285645,0.9588377475738525,0.9443638324737549,,,.9539
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9597673416137695,0.960698664188385,0.9428989887237549,,,.9544
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9581711888313293,0.9639376401901245,0.9582929015159607,,,.9601
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9528897404670715,0.9548762440681458,0.946601927280426,,,.9514
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9582929015159607,0.9572815299034119,0.9529750347137451,,,.9561
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9596499800682068,0.9559686779975891,0.9616318345069885,,,.9590
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9629629850387573,0.9625668525695801,0.9577053785324097,,,.9610
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9563953280448914,0.9587578773498535,0.9476743936538696,,,.9542
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9506769776344299,0.962493896484375,0.9620253443717957,,,.9583
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9566910266876221,0.9544131755828857,0.9653151035308838,,,.9588
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9629629850387573,0.9601941704750061,0.9567307829856873,,,.9599
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9559321999549866,0.9484936594963074,0.9569424390792847,,,.9537
MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9525653719902039,0.9545454382896423,0.9582118391990662,,,.9551
MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9528487324714661,0.9626395106315613,0.9529811143875122,,,.9561
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9562682509422302,0.9534432291984558,0.9532079100608826,,,.9543
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9537262320518494,0.9635036587715149,0.953533411026001,,,.9569
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9528487324714661,0.9481840133666992,0.9541463255882263,,,.9517
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9611650705337524,0.9620253443717957,0.9464980363845825,,,.9565
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9549199938774109,0.9499757289886475,0.9573230147361755,,,.9540
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9479318857192993,0.9514943361282349,0.9619511961936951,,,.9537
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9543246030807495,0.9659201502799988,0.9488054513931274,,,.9563
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9596499800682068,0.9493975639343262,0.9593810439109802,,,.9561
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9485936164855957,0.9560117125511169,0.9590643048286438,,,.9545
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9501210451126099,0.9654501080513,0.9609755873680115,,,.9588
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9558894634246826,0.960698664188385,0.9589570164680481,,,.9585
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9619140625,0.9539215564727783,0.9509615302085876,,,.9555
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.953298032283783,0.9511841535568237,0.9567331075668335,,,.9537
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9556412696838379,0.9635391235351562,0.9639727473258972,,,.9610
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9478764533996582,0.9591836929321289,0.9493975639343262,,,.9521
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9454896450042725,0.9532530307769775,0.9543689489364624,,,.9510
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9614822268486023,0.9288135766983032,0.9611272811889648,,,.9504
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.961557149887085,0.9502174854278564,0.9497098922729492,,,.9538
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9654164910316467,0.9544573426246643,0.960038959980011,,,.9599
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9640427827835083,0.9581304788589478,0.9524733424186707,,,.9582
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9488416910171509,0.945841372013092,0.9496824741363525,,,.9481
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9436893463134766,0.950772225856781,0.9565637111663818,,,.9503
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.9545454382896423,0.9422610402107239,0.9611650705337524,,,.9526
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.960622251033783,0.9406036734580994,0.9483341574668884,,,.9498
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9610894918441772,0.962135910987854,0.9602712988853455,,,.9611
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9544131755828857,0.9493975639343262,0.9635036587715149,,,.9557
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9312376976013184,0.9477250576019287,0.9578692317008972,,,.9456
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9538611173629761,0.9553831219673157,0.950361430644989,,,.9532
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9629629850387573,0.9521970152854919,0.9121785759925842,,,.9424
MaxStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9410628080368042,0.963468074798584,0.9504092335700989,,,.9516
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9564791917800903,0.9553831219673157,0.9450867176055908,,,.9523
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9540840983390808,0.9611272811889648,0.9629990458488464,,,.9594
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9517778754234314,0.9563953280448914,0.9456837773323059,,,.9512
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9661598801612854,0.9406657218933105,0.951683759689331,,,.9528
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9569892287254333,0.9555125832557678,0.9502924084663391,,,.9542
MaxStrategy,TKPertStrategy,MaxStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9494163393974304,0.9502174854278564,0.9553831219673157,,,.9516
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9548762440681458,0.9563530683517456,0.9572815299034119,,,.9561
MaxStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9314535856246948,0.9511368870735168,0.9590243697166443,,,.9472
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.950072705745697,0.960622251033783,0.9604299068450928,,,.9570
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9633967876434326,0.9499518871307373,0.9522431492805481,,,.9551
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9580896496772766,0.9533877968788147,0.9616690874099731,,,.9577
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9523351192474365,0.9608127474784851,0.956817090511322,,,.9566
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.955974817276001,0.9514091610908508,0.9506769776344299,,,.9526
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9654837250709534,0.9539058804512024,0.9537712931632996,,,.9577
MaxStrategy,TKPertStrategy,Tf4idfStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9584352374076843,0.9517840147018433,0.9556840062141418,,,.9553
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9543689489364624,0.9471624493598938,0.9550941586494446,,,.9522
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.957198441028595,0.9593023061752319,0.9443099498748779,,,.9536
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9463508725166321,0.9604685306549072,0.96484375,,,.9572
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9578284025192261,0.9421965479850769,0.9566488265991211,,,.9522
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9577465057373047,0.9545454382896423,0.9625668525695801,,,.9582
MaxStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9592233300209045,0.9623839855194092,0.9333991408348083,,,.9516
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9663578867912292,0.9512783288955688,0.9530720710754395,,,.9569
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.9692533016204834,0.9569007158279419,0.9513721466064453,,,.9591
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9460501074790955,0.957581639289856,0.9558038115501404,,,.9531
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9475204348564148,0.9597283005714417,0.9536359310150146,,,.9536
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.951171875,0.9605839252471924,0.9606605172157288,,,.9574
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9440154433250427,0.9600778818130493,0.9602712988853455,,,.9547
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9535783529281616,0.950456976890564,0.9648780226707458,,,.9563
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9605839252471924,0.9558894634246826,0.9510421752929688,,,.9558
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9200588464736938,0.9653489589691162,0.9625304341316223,,,.9493
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9496123790740967,0.9417428970336914,0.9435406923294067,,,.9449
MaxStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.961557149887085,0.9539058804512024,0.9427058100700378,,,.9527
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9395843148231506,0.9552529454231262,0.9496123790740967,,,.9481
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9578692317008972,0.9384391903877258,0.9650145769119263,,,.9537
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9564796686172485,0.9471153616905212,0.9435797929763794,,,.9490
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9611272811889648,0.9481840133666992,0.9587978720664978,,,.9560
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9540396928787231,0.960698664188385,0.9614822268486023,,,.9587
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9503135681152344,0.9522882103919983,0.9640427827835083,,,.9555
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9472665786743164,0.9510086178779602,0.9591836929321289,,,.9524
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9552963972091675,0.9562682509422302,0.9470134973526001,,,.9528
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9576230049133301,0.9509803652763367,0.9639376401901245,,,.9575
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.9597673416137695,0.9534883499145508,0.961557149887085,,,.9582
MaxStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.9441176652908325,0.9530720710754395,0.9625668525695801,,,.9532
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,MaxStrategy,0.9543689489364624,0.9565637111663818,0.955339789390564,,,.9554
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9603481888771057,0.9488416910171509,0.9636803865432739,,,.9576
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9448742866516113,0.9513145089149475,0.961013674736023,,,.9524
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.9470102190971375,0.9529354572296143,0.9625304341316223,,,.9541
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TKPertStrategy,0.9320099353790283,0.961519718170166,0.9476260542869568,,,.9470
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,0.9635391235351562,0.9562256932258606,0.9539951682090759,,,.9579
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9594528675079346,0.9595764875411987,0.9270471334457397,,,.9486
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9560173749923706,0.9540840983390808,0.9558038115501404,,,.9553
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.9635391235351562,0.9408891201019287,0.9560598731040955,,,.9534
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.9591041803359985,0.9550507664680481,0.9521045088768005,,,.9554
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9539058804512024,0.9582524299621582,0.9492508172988892,,,.9538
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9559321999549866,0.9396426677703857,0.955339789390564,,,.9503
MaxStrategy,TKPertStrategy,TKPertStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9440933465957642,0.9581711888313293,0.9552093744277954,,,.9524
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.9649805426597595,0.966292142868042,0.9571149945259094,,,.9627
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TKPertStrategy,0.9521951079368591,0.9442307949066162,0.9591439962387085,,,.9518
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.95703125,0.9558038115501404,0.9653827548027039,,,.9594
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,0.9375,0.9501210451126099,0.9489402770996094,,,.9455
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,0.9629629850387573,0.9498031735420227,0.944337785243988,,,.9523
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,0.962135910987854,0.9587978720664978,0.9639727473258972,,,.9616
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TruncateStrategy,0.9489051103591919,0.9487427473068237,0.9525193572044373,,,.9500
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.961557149887085,0.963468074798584,0.948483407497406,,,.9578
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,0.9558894634246826,0.9596891403198242,0.9530266523361206,,,.9562
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.9526112079620361,0.9545014500617981,0.9572400450706482,,,.9547
MaxStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9611272811889648,0.9502924084663391,0.961557149887085,,,.9576
TfidfStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,0.9608127474784851,0.9542168378829956,0.9404934644699097,,,.9518
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,0.9644768834114075,0.9643380641937256,0.9599999785423279,,,.9629
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,MaxStrategy,MaxStrategy,0.9506769776344299,0.9527027010917664,0.9635036587715149,,,.9556
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,MaxStrategy,0.96138995885849,0.9600778818130493,0.960622251033783,,,.9606
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,0.9563106894493103,0.9568589329719543,0.9630709290504456,,,.9587
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9596499800682068,0.937924325466156,0.9598063230514526,,,.9524
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,MaxStrategy,0.9624207019805908,0.9644076228141785,0.9492998719215393,,,.9587
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TruncateStrategy,0.962135910987854,0.9537126421928406,0.9568589329719543,,,.9575
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,TruncateStrategy,TKPertStrategy,0.9541910290718079,0.9539058804512024,0.949367105960846,,,.9524
TfidfStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TKPertStrategy,TKPertStrategy,0.960622251033783,0.9571149945259094,0.9445506930351257,,,.9540
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,MaxStrategy,0.9587178230285645,0.9558390378952026,0.960774838924408,,,.9584
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TruncateStrategy,0.9485546350479126,0.9555125832557678,0.955974817276001,,,.9533
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TruncateStrategy,0.9560173749923706,0.96138995885849,0.9635036587715149,,,.9603
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,TKPertStrategy,0.9375302791595459,0.9548762440681458,0.9593023061752319,,,.9505
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TruncateStrategy,0.9585568308830261,0.9505045413970947,0.9519650936126709,,,.9536
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TruncateStrategy,TKPertStrategy,0.9645114541053772,0.961519718170166,0.9527482986450195,,,.9595
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,MaxStrategy,0.9297724962234497,0.964946448802948,0.9653489589691162,,,.9533
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,MaxStrategy,TruncateStrategy,0.9593023061752319,0.9588776230812073,0.9635391235351562,,,.9605
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,TKPertStrategy,TKPertStrategy,0.964946448802948,0.9471679925918579,0.9569840431213379,,,.9563
TfidfStrategy,MaxStrategy,TruncateStrategy,Tf4idfStrategy,MaxStrategy,MaxStrategy,0.9510895609855652,0.9602327942848206,0.9584941864013672,,,.9566
TfidfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,MaxStrategy,TruncateStrategy,0.9583736658096313,0.9521970152854919,0.9520116448402405,,,.9541
TfidfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,TKPertStrategy,0.95004802942276,0.9515033960342407,0.9573230147361755,,,.9529
TfidfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,MaxStrategy,0.953533411026001,0.9601554870605469,0.9454370141029358,,,.9530
TfidfStrategy,MaxStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TruncateStrategy,0.9484337568283081,0.9581711888313293,0.9602712988853455,,,.9556
TfidfStrategy,MaxStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,0.94266277551651,0.9573643207550049,0.945349931716919,,,.9484
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TruncateStrategy,0.9537126421928406,0.9505334496498108,0.9378911852836609,,,.9473
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,TKPertStrategy,0.9561830759048462,0.964946448802948,0.9494949579238892,,,.9568
TfidfStrategy,MaxStrategy,TruncateStrategy,TKPertStrategy,TKPertStrategy,MaxStrategy,0.934044599533081,0.9558466672897339,0.9606605172157288,,,.9501
